FSN,ID
manipulation of the vertebrae - non-surgical (procedure),44275008
spinal manipulation,44275008
spine manipulation,44275008
"manipulation of spine, nos",44275008
manipulation of vertebral column,44275008
"manipulation, spinal",44275008
manipulation of back,44275008
vertebral column: manipulations,44275008
"manipulation of vertebral column, nos",44275008
manipulation of spine,44275008
manipulation spine,44275008
manipulation spinal,44275008
entire vertebral column,44300000
entire backbone,44300000
entire spine,44300000
entire vertebral column (body structure),44300000
entire spinal column,44300000
shoulder pain (finding),45326000
pain; shoulder,45326000
shoulder pains,45326000
musculoskeletal shoulder pain,45326000
pain;musculoskeletal;shoulder,45326000
"pain, shoulder",45326000
shoulder region pain,45326000
pain in shoulder,45326000
"pains, shoulder",45326000
shoulder; pain,45326000
pain in unspecified shoulder,45326000
pain;shoulder,45326000
shoulder pain,45326000
shoulder pain musculoskeletal,45326000
rheumatologists,45440000
"allopathic & osteopathic physicians; internal medicine, rheumatology",45440000
rheumatologist (occupation),45440000
rheumatologist,45440000
colon; ulcer,46040000
colon ulcers,46040000
colonic ulcer,46040000
ulceration of colon,46040000
large intestine ulcer,46040000
intestine large ulcers,46040000
intestinal large ulcer,46040000
ulceration of large intestine (disorder),46040000
ulceration of colon (disorder),46040000
colonic ulcers,46040000
ulceration of colon (diagnosis),46040000
ulcer; colon,46040000
large intestinal ulcer,46040000
ulceration of large intestine,46040000
ulcer large intestine,46040000
colon ulcer,46040000
large bowel ulcer,46040000
colon ulceration,46040000
colon ulcerations,46040000
ulcer colon,46040000
"deposit, nos",46595003
deposited,46595003
deposit,46595003
deposition (morphologic abnormality),46595003
"deposition, nos",46595003
depositions,46595003
deposits,46595003
deposition,46595003
metatarsophalangeal joints set,46658007
mtp - metatarsophalangeal joint,46658007
joints metatarsal,46658007
metatarsophalangeal joint,46658007
metatarsal-phalangeal joint,46658007
metatarsophalangeal joint structure (body structure),46658007
metatarsophalangeal joints,46658007
mtpj - metatarsophalangeal joint,46658007
articulationes metatarsophalangeae,46658007
"joints, metatarsophalangeal",46658007
metatarsal joint,46658007
set of metatarsophalangeal joints,46658007
joint metatarsal,46658007
"metatarsal joint, nos",46658007
"joint, metatarsophalangeal",46658007
"metatarsophalangeal joint, nos",46658007
metatarsophalangeal joint structure,46658007
joint metatarsophalangeal,46658007
buttocks set,46862004
gluteal region,46862004
buttocks,46862004
buttock structure,46862004
gluteal area,46862004
buttock structure (body structure),46862004
gluteal area (body structure),46862004
buttock,46862004
regio glutealis,46862004
clunis,46862004
clunes,46862004
gluteal regions,46862004
rump,46862004
set of buttocks,46862004
"region, gluteal",46862004
"regions, gluteal",46862004
"buttock, nos",46862004
gluteal part of pelvic girdle,46862004
hl antigens,47038001
"antigen, human leukocyte",47038001
hla - human leukocyte antigen,47038001
hlas,47038001
antigens human leucocytes,47038001
hl a antigens,47038001
leukocyte antigens,47038001
human leucocyte antigen,47038001
antigens hla,47038001
leukocyte antigen,47038001
human leukocyte antigen antigen,47038001
"hla locus, nos",47038001
antigen human leucocyte,47038001
human leukocyte antigen (hla) antigen,47038001
"antigens, hl-a",47038001
hla - human leucocyte antigen,47038001
hl-a antigens,47038001
"antigens, hla",47038001
human leukocyte antigen,47038001
"hla antigen, nos",47038001
"leukocyte antigens, human",47038001
human leucocyte antigen (hla) antigen,47038001
"antigens, human leukocyte",47038001
antigen human leukocytes,47038001
human leukocyte antigens,47038001
"leukocyte antigen, human",47038001
hla locus,47038001
hla ag,47038001
antigens human leucocyte,47038001
antigen human leukocyte,47038001
hla antigen,47038001
hla,47038001
human leukocyte antigen (substance),47038001
antigens leukocytes,47038001
human leucocyte antigen (hla),47038001
"antigens, leukocyte",47038001
hla factors,47038001
hla antigens,47038001
discolored,47415006
abnormal colour,47415006
discoloring,47415006
discolouration,47415006
abnormal color (finding),47415006
abnormal colored,47415006
discolouring,47415006
discoloration,47415006
abnormal color,47415006
"abnormal colour, nos",47415006
"discolouration, nos",47415006
discolorations,47415006
"abnormal color, nos",47415006
discoloured,47415006
"discoloration, nos",47415006
abnormal colors,47415006
"color, abnormal",47415006
integument,48075008
structure of integumentary system (body structure),48075008
integumentary system structure,48075008
the integument,48075008
integumentum commune,48075008
integumentary system,48075008
integumentary systems,48075008
"systems, integumentary",48075008
dermatologic body system,48075008
"body system, dermatologic",48075008
"system, integumentary",48075008
structure of integumentary system,48075008
integument of body,48075008
"organ system, dermatologic",48075008
"integumentary system, nos",48075008
system integumentary,48075008
dermatologic organ system,48075008
lower extremity.left>lower leg,48979004
left leg,48979004
left legs,48979004
left lower extremity from knee to ankle,48979004
structure of left lower leg,48979004
structure of left lower leg (body structure),48979004
lower leg left,48979004
leg.left,48979004
lower left leg,48979004
leg left,48979004
left lower leg,48979004
leg-lower-left,48979004
proximal tibiofibular joint structure (body structure),49076000
"knee joint, nos",49076000
knee joint,49076000
knee,49076000
articulatio genus,49076000
knee joints,49076000
"joint, superior tibiofibular",49076000
proximal tibiofibular syndesmosis,49076000
superior tibiofibular joints,49076000
"stifle joint, nos",49076000
superior tibiofibular joint,49076000
knee joint structure,49076000
"tibiofibular joint, superior",49076000
proximal tibiofibular joint,49076000
"joint, knee",49076000
proximal tibiofibular joint structure,49076000
knee joint structure (body structure),49076000
upper tibiofibular joint,49076000
genual joint,49076000
uric acid level above reference range,49099001
"uric acid, increased level",49099001
uric acid level increased,49099001
elevated uric acid,49099001
acid elevated uric,49099001
increased uric acid level,49099001
uric acid level above reference range (finding),49099001
uric acid level above reference range (lab test),49099001
arthralgia of the hip,49218002
coxalgia,49218002
hips pain,49218002
hip; joint pain,49218002
arthralgia of hip,49218002
hip pain (finding),49218002
arthralgia of pelvis/hip/femur,49218002
hip pain musculoskeletal,49218002
musculoskeletal hip pain,49218002
pain in hip,49218002
hip joint pain,49218002
hip joints pain,49218002
hip joint pain (symptom),49218002
hip arthralgia,49218002
arthralgia of hip (diagnosis),49218002
arthralgia (hip),49218002
hip pains,49218002
pain in unspecified hip,49218002
pain;musculoskeletal;hip,49218002
hip joint pains,49218002
"hip; pain, joint",49218002
hip painful,49218002
hip pain,49218002
painful hip,49218002
x-ray of the hand,49345004
hands x rays,49345004
x-ray of hand (procedure),49345004
hand x-ray,49345004
hand x rays,49345004
"diagnostic radiography, hand",49345004
x-ray of hand,49345004
"radiography of hand, nos",49345004
hand x rayed,49345004
radiography of hand,49345004
x-ray;hand,49345004
hand x ray,49345004
digestive organ structure (body structure),49596003
digestive organ structure,49596003
digestive organ,49596003
"digestive organs, nos",49596003
digestive organs,49596003
morphologic abnormality,49755003
morphologically abnormal structure (morphologic abnormality),49755003
"morphologic abnormality, nos",49755003
abnormal tissue appearance,49755003
morphologically abnormal structure,49755003
anomaly,49755003
"abnormal tissue appearance, nos",49755003
abnormal structure,49755003
"vertebra, nos",51282000
bone structure of spine,51282000
set of vertebrae,51282000
bone structure of spine (body structure),51282000
vertebral,51282000
vertebrae set,51282000
vertebra(e),51282000
vertebrae,51282000
vertebral bone,51282000
vertebra,51282000
vertebras,51282000
alimentary canal,51289009
alimentary tracts,51289009
gastro-intestinal system,51289009
gastrointestinal tracts,51289009
digestive tract,51289009
digestive tract structure (body structure),51289009
gi tracts,51289009
alimentary tract,51289009
gi tract,51289009
gastrointestinal (gi) tract,51289009
gut,51289009
digestive canal,51289009
"alimentary tract, nos",51289009
"digestive tract, nos",51289009
gastrointestinal tract,51289009
digestive tracts,51289009
"gastrointestinal tract, nos",51289009
gastrointestinal tract structure,51289009
digestive tube,51289009
digestive tract structure,51289009
gastrointestinal system,51289009
gastrointestinal tract structure (body structure),51289009
multiple body regions,51576004
structure of multiple topographic sites,51576004
multiple topographic sites,51576004
structure of multiple topographic sites (body structure),51576004
"topography, multiple sites",51576004
therapeutic exercises,51998003
rehabilitation exercise,51998003
exercises treatments and procedures,51998003
"exercises, rehabilitation",51998003
rehabilitation exercises,51998003
"therapies, exercise",51998003
remedial exercise,51998003
therapy exercise,51998003
exercise therapies,51998003
therapeutic exercise,51998003
therapeutic exercise (regime/therapy),51998003
exercises rehabilitation,51998003
exercise therapy,51998003
exercise therapy (treatment),51998003
exercises (regime/therapy),51998003
exercise physical therapy,51998003
"exercises, remedial",51998003
rnix rehabilitation exercise (treatment),51998003
exercises,51998003
"therapy, exercise",51998003
rnix rehabilitation exercise,51998003
physical therapy exercises,51998003
remedial exercises,51998003
exercises therapy,51998003
"exercise, rehabilitation",51998003
"exercise, remedial",51998003
"therapeutic exercise, nos",51998003
exercise therapy (regime/therapy),51998003
pt exercises,51998003
exercise rehabilitation,51998003
physical therapy exercises (treatment),51998003
foot radiography,52221007
foot x rays,52221007
foot x-ray,52221007
radiography of foot,52221007
radiography foot,52221007
x-ray foot,52221007
"radiography of foot, nos",52221007
x-ray of foot (procedure),52221007
x-ray of foot,52221007
functioning motor,52479005
function motor,52479005
functions motor,52479005
motor function,52479005
"motor function, nos",52479005
motor function (observable entity),52479005
"region, body",52530000
"regions, body",52530000
topographic regions,52530000
topographic regions: general terms,52530000
"anatomic region, nos",52530000
body region,52530000
body region structure,52530000
body regions,52530000
anatomical sites,52530000
"topographic region, nos",52530000
anatomic region,52530000
"body region, nos",52530000
body region structure (body structure),52530000
anatomical site,52530000
topographic region,52530000
lumbar part of back,52612000
